NDB_No,Shrt_Desc,Energ_Kcal,Protein_(g),Carbohydrt_(g),Sugar_Tot_(g),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg)
11028,"BAMBOO SHOOTS,CND,DRND SOL",19,1.72,3.22,1.89,0.092,0.009,0.178,0
11029,"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,RAW",29,4.2,4.1,,0.072,0.039,0.276,0
11030,"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",33,4.83,4.72,,0.083,0.045,0.318,0
11031,"LIMA BNS,IMMAT SEEDS,RAW",113,6.84,20.17,1.48,0.198,0.05,0.419,0
11032,"LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",123,6.81,23.64,1.63,0.073,0.019,0.154,0
11033,"BEANS,LIMA,IMMAT SEEDS,CND,REG PK,SOL&LIQUIDS",71,4.07,13.33,,0.066,0.016,0.139,0
11037,"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,UNPREP",106,6.4,19.83,1.39,0.081,0.021,0.172,0
11038,"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,WO/SALT",103,6.07,19.32,1.34,0.078,0.02,0.167,0
11039,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,UNPREP",132,7.59,25.14,,0.102,0.026,0.216,0
11040,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,WO/SALT",105,6.65,19.45,1.37,0.068,0.017,0.145,0
11043,"MUNG BNS,MATURE SEEDS,SPROUTED,RAW",30,3.04,5.94,4.13,0.046,0.022,0.058,0
11044,"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",21,2.03,4.19,2.84,0.025,0.012,0.032,0
11045,"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED",50,4.3,10.59,,0.039,0.056,0.068,0
11046,"BEANS,NAVY,MATURE SEEDS,SPROUTED,RAW",67,6.15,13.05,,0.085,0.052,0.407,0
11047,"BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",78,7.07,15.01,,0.098,0.06,0.468,0
11048,"BEANS,PINTO,IMMAT SEEDS,FRZ,UNPREP",170,9.8,32.5,,0.061,0.037,0.291,0
11049,"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,WO/SALT",162,9.31,30.88,,0.058,0.035,0.276,0
11050,"BEANS,SHELLIE,CND,SOL & LIQUIDS",30,1.76,6.19,0.63,0.023,0.014,0.11,0
11052,"BEANS,SNAP,GREEN,RAW",31,1.83,6.97,3.26,0.05,0.01,0.113,0
11053,"BEANS,SNAP,GRN,CKD,BLD,DRND,WO/SALT",35,1.89,7.88,1.55,0.062,0.012,0.145,0
11054,"BEANS,SNAP,GRN VAR,CND,REG PK,SOL&LIQUIDS",15,0.72,3.27,1.25,0.04,0.007,0.09,0
11056,"BEANS,SNAP,GRN,CND,REG PK,DRND SOL",22,1.12,4.32,0.78,0.103,0.019,0.234,0
11058,"BEANS,SNAP,CND,ALL STYLES,SEASONED,SOL&LIQUIDS",16,0.83,3.49,,0.045,0.008,0.102,0
11060,"BEANS,SNAP,GRN,FRZ,ALL STYLES,UNPREP",39,1.79,7.54,2.21,0.047,0.008,0.108,0
11061,"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND WO/SALT",28,1.49,6.45,1.23,0.042,0.007,0.084,0
11080,"BEETS,RAW",43,1.61,9.56,6.76,0.027,0.032,0.06,0
11081,"BEETS,CKD,BLD,DRND",44,1.68,9.96,7.96,0.028,0.035,0.064,0
11082,"BEETS,CND,REG PK,SOL&LIQUIDS",30,0.73,7.14,6.53,0.011,0.013,0.025,0
11084,"BEETS,CND,DRND SOL",31,0.91,7.21,5.51,0.022,0.027,0.049,0
11086,"BEET GREENS,RAW",22,2.2,4.33,0.5,0.02,0.026,0.046,0
11087,"BEET GRNS,CKD,BLD,DRND,WO/SALT",27,2.57,5.46,0.6,0.031,0.038,0.07,0
11088,"BROADBEANS,IMMAT SEEDS,RAW",72,5.6,11.7,,0.138,0.017,0.31,0
11089,"BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",62,4.8,10.1,,0.142,0.02,0.303,0
11090,"BROCCOLI,RAW",34,2.82,6.64,1.7,0.039,0.011,0.038,0
11091,"BROCCOLI,CKD,BLD,DRND,WO/SALT",35,2.38,7.18,1.39,0.079,0.04,0.17,0
11092,"BROCCOLI,FRZ,CHOPD,UNPREP",26,2.81,4.78,1.35,0.044,0.02,0.136,0
11093,"BROCCOLI,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",28,3.1,5.35,1.47,0.018,0.008,0.055,0
11094,"BROCCOLI,FRZ,SPEARS,UNPREP",29,3.06,5.35,1.47,0.052,0.024,0.162,0
11095,"BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,WO/SALT",28,3.1,5.36,1.47,0.018,0.008,0.055,0
11096,"BROCCOLI RAAB,RAW",22,3.17,2.85,0.38,0.05,0.026,0.13,0
11097,"BROCCOLI RAAB,CKD",33,3.83,3.12,0.62,0.057,0.03,0.15,0
11098,"BRUSSELS SPROUTS,RAW",43,3.38,8.95,2.2,0.062,0.023,0.153,0
11099,"BRUSSELS SPROUTS,CKD,BLD,DRND,WO/SALT",36,2.55,7.1,1.74,0.102,0.038,0.255,0
11100,"BRUSSELS SPROUTS,FRZ,UNPREP",41,3.78,7.86,,0.084,0.031,0.207,0
11101,"BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,WO/SALT",42,3.64,8.32,2.08,0.081,0.03,0.2,0
11104,"BURDOCK ROOT,RAW",72,1.53,17.34,2.9,0.025,0.037,0.059,0
11105,"BURDOCK ROOT,CKD,BLD,DRND,WO/SALT",88,2.09,21.15,3.55,0.023,0.035,0.055,0
11106,"BUTTERBUR,(FUKI),RAW",14,0.39,3.61,,,,,0
11107,"BUTTERBUR,CKD,BLD,DRND,WO/SALT",8,0.23,2.16,,,,,0
11108,"BUTTERBUR,CANNED",3,0.11,0.38,,,,,0
11109,"CABBAGE,RAW",25,1.28,5.8,3.2,0.034,0.017,0.017,0
11110,"CABBAGE,CKD,BLD,DRND,WO/SALT",23,1.27,5.51,2.79,0,0.019,0.023,0
11112,"CABBAGE,RED,RAW",31,1.43,7.37,3.83,0.021,0.012,0.08,0
11113,"CABBAGE,RED,CKD,BLD,DRND,WO/SALT",29,1.51,6.94,3.32,0.011,0.007,0.043,0
11114,"CABBAGE,SAVOY,RAW",27,2,6.1,2.27,0.013,0.007,0.049,0
11115,"CABBAGE,SAVOY,CKD,BLD,DRND,WO/SALT",24,1.8,5.41,,0.012,0.007,0.043,0
11116,"CABBAGE,CHINESE (PAK-CHOI),RAW",13,1.5,2.18,1.18,0.027,0.015,0.096,0
11117,"CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,WO/SALT",12,1.56,1.78,0.83,0.021,0.012,0.077,0
11119,"CABBAGE,CHINESE (PE-TSAI),RAW",16,1.2,3.23,1.41,0.043,0.023,0.072,0
11120,"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,WO/SALT",14,1.5,2.41,,0.036,0.02,0.061,0
11122,"CARDOON,RAW",17,0.7,4.07,,0.011,0.018,0.041,0
11123,"CARDOON,CKD,BLD,DRND,WO/SALT",22,0.76,5.33,,0.012,0.02,0.044,0
11124,"CARROTS,RAW",41,0.93,9.58,4.74,0.037,0.014,0.117,0
11125,"CARROTS,CKD,BLD,DRND,WO/SALT",35,0.76,8.22,3.45,0.03,0.006,0.089,0
11126,"CARROTS,CND,REG PK,SOL&LIQUIDS",23,0.58,5.37,2.46,0.025,0.006,0.065,0
11128,"CARROTS,CND,REG PK,DRND SOL",25,0.64,5.54,2.48,0.036,0.009,0.092,0
11130,"CARROTS,FROZEN,UNPREPARED",36,0.78,7.9,4.76,0.047,0.014,0.263,0
11131,"CARROTS,FRZ,CKD,BLD,DRND,WO/SALT",37,0.58,7.73,4.08,0.12,0.031,0.334,0
11134,"CASSAVA,RAW",160,1.36,38.06,1.7,0.074,0.075,0.048,0
11135,"CAULIFLOWER,RAW",25,1.92,4.97,1.91,0.13,0.034,0.031,0
11136,"CAULIFLOWER,CKD,BLD,DRND,WO/SALT",23,1.84,4.11,2.08,0.07,0.032,0.217,0
11137,"CAULIFLOWER,FRZ,UNPREP",24,2.01,4.68,2.22,0.041,0.019,0.128,0
11138,"CAULIFLOWER,FRZ,CKD,BLD,DRND,WO/SALT",19,1.61,3.75,1.05,0.034,0.015,0.105,0
11141,"CELERIAC,RAW",42,1.5,9.2,1.6,0.079,0.058,0.148,0
11142,"CELERIAC,CKD,BLD,DRND,WO/SALT",27,0.96,5.9,,,,,0
11143,"CELERY,RAW",16,0.69,2.97,1.34,0.042,0.032,0.079,0
11144,"CELERY,CKD,BLD,DRND,WO/SALT",18,0.83,4,2.37,0.04,0.03,0.075,0
11145,"CELTUCE,RAW",18,0.85,3.65,,,,,0
11147,"CHARD,SWISS,RAW",19,1.8,3.74,1.1,0.03,0.04,0.07,0
11148,"CHARD,SWISS,CKD,BLD,DRND,WO/SALT",20,1.88,4.13,1.1,0.012,0.016,0.028,0
11149,"CHAYOTE,FRUIT,RAW",19,0.82,4.51,1.66,0.028,0.01,0.057,0
11150,"CHAYOTE,FRUIT,CKD,BLD,DRND,WO/SALT",24,0.62,5.09,,0.086,,,0
11151,"CHICORY,WITLOOF,RAW",17,0.9,4,,0.024,0.002,0.044,0
11152,"CHICORY GREENS,RAW",23,1.7,4.7,0.7,0.073,0.006,0.131,0
11154,"CHICORY ROOTS,RAW",72,1.4,17.51,8.73,0.048,0.004,0.087,0
11156,"CHIVES,RAW",30,3.27,4.35,1.85,0.146,0.095,0.267,0
11157,"CHRYSANTHEMUM,GARLAND,RAW",24,3.36,3.02,,,,,0
11158,"CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,WO/SALT",20,1.64,4.31,2.01,0.022,0.002,0.039,0
11161,"COLLARDS,RAW",32,3.02,5.42,0.46,0.055,0.03,0.201,0
11162,"COLLARDS,CKD,BLD,DRND,WO/SALT",33,2.71,5.65,0.4,0.047,0.026,0.173,0
11163,"COLLARDS,FRZ,CHOPD,UNPREP",33,2.69,6.46,,0.048,0.027,0.178,0
11164,"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",36,2.97,7.1,0.57,0.06,0.02,0.21,0
11165,"CORIANDER (CILANTRO) LEAVES,RAW",23,2.13,3.67,0.87,0.014,0.275,0.04,0
11167,"CORN,SWT,YEL,RAW",86,3.27,18.7,6.26,0.325,0.432,0.487,0
11168,"CORN,SWT,YEL,CKD,BLD,DRND,WO/SALT",96,3.41,20.98,4.54,0.197,0.374,0.603,0
11170,"CORN,SWT,YEL,CND,BRINE PK,REG PK,SOL&LIQUIDS",61,1.95,13.86,2.83,0.077,0.144,0.233,0
11172,"CORN,SWT,YEL,CND,WHL KERNEL,DRND SOL",67,2.29,14.34,4.44,0.245,0.374,0.519,0
11174,"CORN,SWT,YEL,CND,CRM STYLE,REG PK",72,1.74,18.13,3.23,0.065,0.123,0.198,0
11176,"CORN,SWT,YEL,CND,VACUUM PK,REG PK",79,2.41,19.44,3.56,0.077,0.147,0.237,0
11177,"CORN,SWT,YEL,CND,DRND SOL,RINSED W/ TAP H2O",74,2.18,13.02,,0.219,0.42,0.682,0
11178,"CORN,SWT,YEL,FRZ,KRNLS CUT OFF COB,UNPREP",88,3.02,20.71,2.5,0.119,0.227,0.366,0
11179,"CORN,SWT,YEL,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT",81,2.55,19.3,3.07,0.103,0.197,0.318,0
11180,"CORN,SWT,YEL,FRZ,KRNLS ON COB,UNPREP",98,3.28,23.5,3.78,0.12,0.228,0.367,0
11181,"CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT",94,3.11,22.33,3.59,0.114,0.216,0.348,0
11182,"CORN,YEL,WHL KERNEL,FRZ,MICROWAVED",131,3.62,25.87,3.36,0.15,0.287,0.463,0
11184,"CORN W/RED&GRN PEPPERS,CND,SOL&LIQUIDS",75,2.33,18.17,,0.085,0.157,0.261,0
11190,"CORNSALAD,RAW",21,2,3.6,,,,,0
11191,"COWPEAS (BLACKEYES),IMMAT SEEDS,RAW",90,2.95,18.83,3,0.09,0.032,0.15,0
11192,"COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,WO/ SALT",97,3.17,20.32,3.23,0.096,0.034,0.161,0
11195,"COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,UNPREP",139,8.98,25.13,,0.185,0.063,0.297,0
11196,"COWPEAS (BLACKEYES),IMMTRE SEEDS,FRZ,CKD,BLD,DRND,WO/SALT",132,8.49,23.76,4.46,0.175,0.06,0.28,0
11197,"COWPEAS,YOUNG PODS W/SEEDS,RAW",44,3.3,9.5,5.04,0.079,0.027,0.127,0
11198,"COWPEAS,YOUNG PODS W/SEEDS,CKD,BLD,DRND,WO/SALT",34,2.6,7,,0.079,0.027,0.127,0
11199,"YARDLONG BEAN,RAW",47,2.8,8.35,,0.105,0.036,0.169,0
11200,"YARDLONG BEAN,CKD,BLD,DRND,WO/SALT",47,2.53,9.18,,0.026,0.009,0.042,0
11201,"COWPEAS,LEAFY TIPS,RAW",29,4.1,4.82,,0.066,0.022,0.106,0
11202,"COWPEAS,LEAFY TIPS,CKD,BLD,DRND,WO/SALT",22,4.67,2.8,,0.026,0.009,0.042,0
11203,"CRESS,GARDEN,RAW",32,2.6,5.5,4.4,0.023,0.239,0.228,0
11204,"CRESS,GARDEN,CKD,BLD,DRND,WO/SALT",23,1.9,3.8,3.11,0.02,0.205,0.196,0
11205,"CUCUMBER,WITH PEEL,RAW",15,0.65,3.63,1.67,0.037,0.005,0.032,0
11206,"CUCUMBER,PEELED,RAW",12,0.59,2.16,1.38,0.013,0.002,0.003,0
11207,"DANDELION GREENS,RAW",45,2.7,9.2,0.71,0.17,0.014,0.306,0
11208,"DANDELION GRNS,CKD,BLD,DRND,WO/SALT",33,2,6.4,0.5,0.146,0.012,0.262,0
11209,"EGGPLANT,RAW",25,0.98,5.88,3.53,0.034,0.016,0.076,0
11210,"EGGPLANT,CKD,BLD,DRND,WO/SALT",35,0.83,8.73,3.2,0.044,0.02,0.093,0
11213,"ENDIVE,RAW",17,1.25,3.35,0.25,0.048,0.004,0.087,0
11215,"GARLIC,RAW",149,6.36,33.06,1,0.089,0.011,0.249,0
11216,"GINGER ROOT,RAW",80,1.82,17.77,1.7,0.203,0.154,0.154,0
11218,"GOURD,WHITE-FLOWERED (CALABASH),RAW",14,0.62,3.39,,0.002,0.004,0.009,0
11219,"GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,WO/SALT",15,0.6,3.69,,0.002,0.004,0.009,0
11220,"GOURD,DISHCLOTH (TOWELGOURD),RAW",20,1.2,4.35,2.02,0.016,0.037,0.087,0
11221,"GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,WO/SALT",56,0.66,14.34,5.17,0.027,0.063,0.148,0
11222,"DRUMSTICK LEAVES,RAW",64,9.4,8.28,,,,,0
11223,"DRUMSTICK LEAVES,CKD,BLD,DRND,WO/ SALT",60,5.27,11.15,1,0.152,0.473,0.015,0
11224,"HYACINTH-BEANS,IMMAT SEEDS,RAW",46,2.1,9.19,4.08,0.088,0.095,0.008,0
11225,"HYACINTH-BEANS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",50,2.95,9.2,,0.119,0.129,0.01,0
11226,"JERUSALEM-ARTICHOKES,RAW",73,2,17.44,9.6,0,0.004,0.001,0
11228,"JEW'S EAR,(PEPEAO),RAW",25,0.48,6.75,,,,,0
11230,"PEPEAO,DRIED",298,4.82,81.03,,,,,0
11231,"JUTE,POTHERB,RAW",34,4.65,5.8,,0.038,0.017,0.12,0
11232,"JUTE,POTHERB,CKD,BLD,DRND,WO/SALT",37,3.68,7.29,1,0.03,0.014,0.096,0
11233,"KALE,RAW",49,4.28,8.75,2.26,0.091,0.052,0.338,0
11234,"KALE,CKD,BLD,DRND,WO/SALT",28,1.9,5.63,1.25,0.052,0.03,0.193,0
11235,"KALE,FROZEN,UNPREPARED",28,2.66,4.9,,0.059,0.034,0.219,0
11236,"KALE,FRZ,CKD,BLD,DRND,WO/SALT",30,2.84,5.23,1.34,0.063,0.036,0.235,0
11237,"KANPYO,(DRIED GOURD STRIPS)",258,8.58,65.03,,0.045,0.103,0.244,0
11241,"KOHLRABI,RAW",27,1.7,6.2,2.6,0.013,0.007,0.048,0
11242,"KOHLRABI,CKD,BLD,DRND,WO/SALT",29,1.8,6.69,2.8,0.014,0.008,0.053,0
11243,"MUSHROOMS,PORTABELLA,GRILLED",29,3.28,4.44,2.26,0.064,0.009,0.232,0
11244,"LAMBSQUARTERS,RAW",43,4.2,7.3,,0.059,0.15,0.351,0
11245,"LAMBSQUARTERS,CKD,BLD,DRND,WO/SALT",32,3.2,5,0.62,0.052,0.131,0.307,0
11246,"LEEKS,(BULB&LOWER LEAF-PORTION),RAW",61,1.5,14.15,3.9,0.04,0.004,0.166,0
11247,"LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,WO/SALT",31,0.81,7.62,2.11,0.027,0.003,0.111,0
11248,"LENTILS,SPROUTED,RAW",106,8.96,22.14,,0.057,0.104,0.219,0
11249,"LENTILS,SPROUTED,CKD,STIR-FRIED,WO/SALT",101,8.8,21.25,,0.053,0.095,0.201,0
11250,"LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW",13,1.35,2.23,0.94,0.029,0.008,0.117,0
11251,"LETTUCE,COS OR ROMAINE,RAW",17,1.23,3.29,1.19,0.039,0.012,0.16,0
11252,"LETTUCE,ICEBERG (INCL CRISPHEAD TYPES),RAW",14,0.9,2.97,1.97,0.018,0.006,0.074,0
11253,"LETTUCE,GRN LEAF,RAW",15,1.36,2.87,0.78,0.02,0.006,0.082,0
11254,"LOTUS ROOT,RAW",74,2.6,17.23,,0.03,0.02,0.02,0
11255,"LOTUS ROOT,CKD,BLD,DRND,WO/SALT",66,1.58,16.02,0.5,0.021,0.014,0.014,0
11257,"LETTUCE,RED LEAF,RAW",16,1.33,2.26,0.48,0.017,0.005,0.072,0
11258,"MOUNTAIN YAM,HAWAII,RAW",67,1.34,16.3,0.31,0.022,0.004,0.045,0
11259,"MOUNTAIN YAM,HAWAII,CKD,STMD,WO/SALT",82,1.73,20,,0.018,0.003,0.036,0
11260,"MUSHROOMS,WHITE,RAW",22,3.09,3.26,1.98,0.05,0,0.16,0
11261,"MUSHROOMS,WHITE,CKD,BLD,DRND,WO/ SALT",28,2.17,5.29,2.34,0.061,0.008,0.183,0
11263,"MUSHROOMS,WHITE,STIR-FRIED",26,3.58,4.04,0,0.04,0,0.16,0
11264,"MUSHROOMS,CND,DRND SOL",25,1.87,5.09,2.34,0.038,0.005,0.113,0
11265,"MUSHROOMS,PORTABELLA,RAW",22,2.11,3.87,2.5,0.06,0.02,0.117,0
11266,"MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,RAW",22,2.5,4.3,1.72,0.014,0.002,0.042,0
11267,"MUSHROOMS,SHIITAKE,STIR-FRIED",39,3.45,7.68,0.3,0.03,0,0.14,0
11268,"MUSHROOMS,SHIITAKE,DRIED",296,9.58,75.37,2.21,0.225,0.317,0.151,0
11269,"MUSHROOMS,SHIITAKE,CKD,WO/SALT",56,1.56,14.39,3.84,0.05,0.07,0.034,0
11270,"MUSTARD GREENS,RAW",27,2.86,4.67,1.32,0.01,0.092,0.038,0
11271,"MUSTARD GRNS,CKD,BLD,DRND,WO/SALT",26,2.56,4.51,1.41,0.012,0.11,0.046,0
11272,"MUSTARD GRNS,FRZ,UNPREP",20,2.49,3.41,,0.014,0.124,0.051,0
11273,"MUSTARD GRNS,FRZ,CKD,BLD,DRND,WO/SALT",19,2.27,3.11,0.32,0.013,0.113,0.047,0
11274,"MUSTARD SPINACH,(TENDERGREEN),RAW",22,2.2,3.9,,0.015,0.138,0.057,0
11275,"MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,WO/SALT",16,1.7,2.8,,,,,0
11276,"NEW ZEALAND SPINACH,RAW",14,1.5,2.5,0.29,0.032,0.005,0.084,0
11277,"NEW ZEALAND SPINACH,CKD,BLD,DRND,WO/SALT",12,1.3,2.13,0.25,0.027,0.005,0.071,0
11278,"OKRA,RAW",33,1.93,7.45,1.48,0.026,0.017,0.027,0
11279,"OKRA,CKD,BLD,DRND,WO/SALT",22,1.87,4.51,2.4,0.045,0.028,0.046,0
11280,"OKRA,FROZEN,UNPREPARED",30,1.69,6.63,2.97,0.065,0.041,0.066,0
11281,"OKRA,FRZ,CKD,BLD,DRND,WO/SALT",29,1.63,6.41,2.87,0.063,0.04,0.064,0
11282,"ONIONS,RAW",40,1.1,9.34,4.24,0.042,0.013,0.017,0
11283,"ONIONS,CKD,BLD,DRND,WO/SALT",44,1.36,10.15,4.73,0.031,0.027,0.073,0
11284,"ONIONS,DEHYDRATED FLAKES",349,8.95,83.28,37.41,0.078,0.064,0.18,0
11285,"ONIONS,CND,SOL&LIQUIDS",19,0.85,4.02,2.2,0.016,0.013,0.036,0
11287,"ONIONS,FRZ,CHOPD,UNPREP",29,0.79,6.82,,0.017,0.014,0.039,0
11288,"ONIONS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",28,0.77,6.59,2.9,0.016,0.013,0.038,0
11289,"ONIONS,FRZ,WHL,UNPREP",35,0.89,8.45,3.81,0.011,0.009,0.025,0
11290,"ONIONS,FRZ,WHL,CKD,BLD,DRND,WO/SALT",28,0.71,6.7,2.9,0.009,0.007,0.02,0
11291,"ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW",32,1.83,7.34,2.33,0.032,0.027,0.074,0
11292,"ONIONS,YOUNG GRN,TOPS ONLY",27,0.97,5.74,3.91,0.087,0.022,0.064,0
11293,"ONIONS,WELSH,RAW",34,1.9,6.5,2.18,0.067,0.056,0.156,0
11294,"ONIONS,SWT,RAW",32,0.8,7.55,5.02,,,,0
11295,"ONION RINGS,BREADED,PAR FR,FRZ,UNPREP",258,3.15,30.53,,4.534,5.738,2.7,0
11296,"ONION RINGS,BREADED,PAR FR,FRZ,PREP,HTD IN OVEN",276,4.14,33.79,5.1,2.137,3,7.633,0
11297,"PARSLEY,FRSH",36,2.97,6.33,0.85,0.132,0.295,0.124,0
11298,"PARSNIPS,RAW",75,1.2,17.99,4.8,0.05,0.112,0.047,0
11299,"PARSNIPS,CKD,BLD,DRND,WO/SALT",71,1.32,17.01,4.8,0.05,0.112,0.047,0
11300,"PEAS,EDIBLE-PODDED,RAW",42,2.8,7.55,4,0.039,0.021,0.089,0
11301,"PEAS,EDIBLE-PODDED,BLD,DRND,WO/ SALT",42,3.27,7.05,3.99,0.044,0.023,0.1,0
11302,"PEAS,EDIBLE-PODDED,FRZ,UNPREP",42,2.8,7.2,,0.058,0.031,0.133,0
11303,"PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,WO/SALT",52,3.5,9.02,4.82,0.073,0.039,0.167,0
11304,"PEAS,GREEN,RAW",81,5.42,14.45,5.67,0.071,0.035,0.187,0
11305,"PEAS,GRN,CKD,BLD,DRND,WO/SALT",84,5.36,15.63,5.93,0.039,0.019,0.102,0
11306,"PEAS,GRN,CND,REG PK,SOL&LIQUIDS",58,3.01,10.6,3.2,0.086,0.043,0.226,0
11308,"PEAS,GRN (INCLUDES BABY & LESUER TYPES),CND,DRND SOL,UNPREP",68,4.47,11.36,2.99,0.143,0.071,0.375,0
11310,"PEAS,GRN,CND,SEASONED,SOL&LIQUIDS",50,3.09,9.25,,0.048,0.024,0.127,0
11311,"PEAS,GRN,CND,DRND SOL,RINSED IN TAP H2O",71,4.33,11.82,,0.17,0.085,0.449,0
11312,"PEAS,GRN,FRZ,UNPREP",77,5.22,13.62,5,0.066,0.033,0.175,0
11313,"PEAS,GRN,FRZ,CKD,BLD,DRND,WO/SALT",78,5.15,14.26,4.65,0.049,0.024,0.129,0
11316,"PEAS,MATURE SEEDS,SPROUTED,RAW",124,8.8,27.11,,0.124,0.061,0.326,0
11317,"PEAS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",98,7.05,17.08,,0.09,0.045,0.24,0
11318,"PEAS&CARROTS,CND,REG PK,SOL&LIQUIDS",38,2.17,8.48,,0.049,0.023,0.129,0
11322,"PEAS&CARROTS,FRZ,UNPREP",53,3.4,11.15,,0.084,0.039,0.221,0
11323,"PEAS&CARROTS,FRZ,CKD,BLD,DRND,WO/SALT",48,3.09,10.12,4.36,0.077,0.035,0.201,0
11324,"PEAS&ONIONS,CND,SOL&LIQUIDS",51,3.28,8.57,,0.068,0.036,0.176,0
11326,"PEAS&ONIONS,FRZ,UNPREP",70,3.98,13.51,,0.057,0.031,0.148,0
11327,"PEAS&ONIONS,FRZ,CKD,BLD,DRND,WO/SALT",45,2.54,8.63,3.77,0.036,0.019,0.094,0
11329,"PEPPERS,HOT CHILI,GRN,CND,PODS,EXCLUDING SEEDS,SOL&LIQUIDS",21,0.9,5.1,3.12,0.01,0.006,0.055,0
11333,"PEPPERS,SWT,GRN,RAW",20,0.86,4.64,2.4,0.058,0.008,0.062,0
11334,"PEPPERS,SWT,GRN,CKD,BLD,DRND,WO/SALT",28,0.92,6.7,3.19,0.029,0.013,0.106,0
11335,"PEPPERS,SWT,GRN,CND,SOL&LIQUIDS",18,0.8,3.9,,0.045,0.02,0.161,0
11337,"PEPPERS,SWT,GRN,FRZ,CHOPD,UNPREP",20,1.08,4.45,,0.031,0.014,0.113,0
11338,"PEPPERS,SWT,GRN,FRZ,CHOPD,BLD,DRND,WO/SALT",18,0.95,3.9,,0.027,0.012,0.099,0
11339,"PEPPERS,SWT,GRN,SAUTEED",127,0.78,4.22,2.17,1.59,2.337,5.9,0
11344,"PIGEONPEAS,IMMAT SEEDS,RAW",136,7.2,23.88,3,0.354,0.013,0.873,0
11345,"PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",111,5.96,19.49,2.48,0.112,0.017,1.149,0
11349,POI,112,0.38,27.23,0.39,0.029,0.011,0.058,0
11350,"POKEBERRY SHOOTS,(POKE),RAW",23,2.6,3.7,,,,,0
11351,"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,WO/SALT",20,2.3,3.1,1.6,0.092,0.013,0.176,0
11352,"POTATOES,FLESH & SKN,RAW",77,2.02,17.47,0.78,0.026,0.002,0.043,0
11353,"POTATOES,RUSSET,FLESH & SKN,RAW",79,2.14,18.07,0.62,0.026,0.002,0.043,0
11354,"POTATOES,WHITE,FLESH & SKN,RAW",69,1.68,15.71,1.15,0.026,0.002,0.043,0
11355,"POTATOES,RED,FLESH & SKN,RAW",70,1.89,15.9,1.29,0.035,0.003,0.059,0
11356,"POTATOES,RUSSET,FLESH & SKN,BKD",97,2.63,21.44,1.08,0.034,0.003,0.056,0
11357,"POTATOES,WHITE,FLESH & SKN,BKD",94,2.1,21.08,1.53,0.022,0.002,0.037,0
11358,"POTATOES,RED,FLESH & SKN,BKD",89,2.3,19.59,1.43,0.026,0.002,0.043,0
11359,"POTATOES,FR FR,CRNKL OR REG,SALT ADDED IN PROC,FRZ,AS PURCH",150,2.34,23.96,0.21,1.249,3.102,0.27,0
11360,"POTATOES,FR FR,CRNKL/REG CUT,SALT ADDED IN PROC,FRZ,OVEN-HTD",166,2.51,27.5,0.29,1.082,3.446,0.319,0
